City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Jardim De Piranhas,BR,-6.3786,-37.3519,79.25,62,32,15.26,scattered clouds
349,Ryotsu,JP,38.0833,138.4333,61.86,60,36,5.08,scattered clouds
350,Gaogou,CN,34.0175,119.1886,61.68,57,100,15.77,overcast clouds
351,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,75.07,84,30,3.96,scattered clouds
352,Young,UY,-32.6833,-57.6333,60.22,93,4,9.42,clear sky
353,Quatre Cocos,MU,-20.2078,57.7625,73.09,73,89,13.96,overcast clouds
354,Maragogi,BR,-9.0122,-35.2225,76.03,84,45,7.54,scattered clouds
355,Amga,RU,60.8953,131.9608,22.35,69,99,3.62,overcast clouds
356,Bam,IR,29.106,58.357,75.47,20,0,5.1,clear sky
357,San Luis,AR,-33.295,-66.3356,61.14,34,0,4.76,clear sky
358,Xuanhua,CN,40.6103,115.0447,41.63,27,0,1.41,clear sky
359,Novokayakent,RU,42.3937,47.9861,60.85,79,99,2.62,overcast clouds
360,Shubarshi,KZ,48.5872,57.1869,47.08,35,100,7.27,overcast clouds
361,Sinnamary,GF,5.3833,-52.95,79.32,82,90,7.76,overcast clouds
362,Tupancireta,BR,-29.0806,-53.8358,52.38,91,0,9.22,clear sky
363,Uvat,RU,59.1433,68.8953,43.66,78,100,8.43,overcast clouds
364,Ilula,TZ,-7.6766,36.0366,59.36,95,36,5.3,scattered clouds
365,Dakar,SN,14.6937,-17.4441,79.68,79,21,9.55,few clouds
366,Muravlenko,RU,63.7898,74.523,36.52,92,91,12.33,overcast clouds
367,Esperance,AU,-33.8667,121.9,78.64,45,100,16.96,overcast clouds
368,Port Hardy,CA,50.6996,-127.4199,45.79,80,100,7.7,overcast clouds
369,Qixingtai,CN,30.4135,111.8874,55.94,69,100,2.51,light rain
370,Clonakilty,IE,51.6231,-8.8706,60.01,99,97,15.08,overcast clouds
371,Mikhaylovka,RU,50.06,43.2379,44.51,70,100,6.22,light rain
372,Guerrero Negro,MX,27.9769,-114.0611,65.12,68,4,15.3,clear sky
373,Ouadda,CF,8.0777,22.4007,68.76,90,96,1.92,overcast clouds
374,Emba,KZ,48.8264,58.1442,47.26,32,100,6.2,overcast clouds
375,Nicoya,CR,10.1483,-85.452,74.08,94,100,3.38,moderate rain
376,Penzance,GB,50.1186,-5.5371,63.61,98,100,21.16,overcast clouds
377,Cachoeiras De Macacu,BR,-22.4625,-42.6531,68.32,99,100,1.88,light rain
378,Jasper,US,37.2001,-94.3502,59.99,66,3,1.01,clear sky
379,Anloga,GH,5.7947,0.8973,79.27,83,94,11.12,light rain
380,Itarema,BR,-2.9248,-39.9167,80.1,78,83,16.08,broken clouds
381,Haines Junction,CA,60.7522,-137.5108,24.75,74,100,2.3,overcast clouds
382,Pedasi,PA,7.5333,-80.0333,76.06,84,72,6.46,broken clouds
383,Severo-Kurilsk,RU,50.6789,156.125,39.69,71,62,28.63,light rain
384,Hirtshals,DK,57.5881,9.9592,49.86,96,100,13.42,overcast clouds
385,Barra Dos Coqueiros,BR,-10.9089,-37.0386,76.78,82,100,11.45,overcast clouds
386,Bowen,AU,-20.0167,148.2333,81.32,73,2,15.66,clear sky
387,Jiblah,YE,13.9216,44.1467,60.48,36,8,5.17,clear sky
388,Santa Marta De Tormes,ES,40.9506,-5.6272,58.46,100,100,2.3,mist
389,Lompoc,US,34.6391,-120.4579,56.32,78,2,23.0,clear sky
390,Lorengau,PG,-2.0226,147.2712,86.72,65,74,11.86,broken clouds
391,Bagan,RU,54.1001,77.6646,43.11,75,98,7.18,overcast clouds
392,Port Blair,IN,11.6667,92.75,82.63,79,81,11.81,broken clouds
393,Panguna,PG,-6.3164,155.4848,78.64,73,51,0.58,light rain
394,Eenhana,NA,-17.4667,16.3333,71.24,19,68,9.1,broken clouds
395,Shitanjing,CN,39.2342,106.3439,45.32,27,100,7.14,overcast clouds
396,Laguna,US,38.421,-121.4238,58.1,63,1,0.0,clear sky
397,Aquiraz,BR,-3.9014,-38.3911,85.21,67,79,14.05,broken clouds
398,Galveston,US,29.3669,-94.9669,71.96,81,2,9.64,clear sky
399,Pizarro,CO,4.9533,-77.366,76.55,91,59,4.18,moderate rain
400,Tura,IN,25.5198,90.2201,71.13,99,100,4.0,overcast clouds
401,Paamiut,GL,61.994,-49.6678,37.6,55,0,9.66,clear sky
402,San Ramon,US,37.7799,-121.978,55.65,81,29,2.91,scattered clouds
403,Lima,PE,-12.0432,-77.0282,60.91,83,76,3.62,broken clouds
404,Asau,RO,46.4333,26.4,44.96,75,51,3.8,light rain
405,Richards Bay,ZA,-28.783,32.0377,56.41,75,7,3.04,clear sky
406,Biak,ID,-0.9131,122.8766,84.29,68,90,1.9,overcast clouds
407,Westport,US,41.1415,-73.3579,50.99,83,15,3.0,few clouds
408,Grande Prairie,CA,55.1667,-118.8027,34.03,86,100,6.33,overcast clouds
409,Thinadhoo,MV,0.5333,72.9333,82.33,72,95,10.02,overcast clouds
410,Yakeshi,CN,49.2833,120.7333,34.65,61,21,12.97,few clouds
411,Bontang,ID,0.1333,117.5,83.93,73,55,3.42,broken clouds
412,Kalabo,ZM,-14.97,22.6814,75.47,52,70,7.29,broken clouds
413,Tautira,PF,-17.7333,-149.15,82.42,79,76,17.2,light rain
414,Dunedin,NZ,-45.8742,170.5036,51.8,49,90,18.99,overcast clouds
415,Grindavik,IS,63.8424,-22.4338,45.07,81,75,21.85,broken clouds
416,Guiratinga,BR,-16.3494,-53.7583,70.84,92,100,4.52,overcast clouds
417,Fort Nelson,CA,58.8053,-122.7002,30.06,77,92,4.38,overcast clouds
418,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,88,99,10.36,overcast clouds
419,Makamba,BI,-4.1348,29.804,65.66,83,100,1.72,overcast clouds
420,Buta,CD,2.7858,24.73,69.37,100,100,1.63,moderate rain
421,Port Macquarie,AU,-31.4333,152.9167,76.89,61,27,11.81,scattered clouds
422,Sosnogorsk,RU,63.6023,53.8817,32.43,94,100,1.43,overcast clouds
423,Hambantota,LK,6.1241,81.1185,80.94,94,20,4.61,few clouds
424,Ha Tinh,VN,18.3333,105.9,72.86,87,100,6.58,overcast clouds
425,Saryozek,KZ,44.3583,77.9753,52.47,30,1,2.66,clear sky
426,Honningsvag,NO,70.9821,25.9704,33.33,59,100,21.5,light snow
427,Chapais,CA,49.7834,-74.8492,35.38,96,100,9.15,overcast clouds
428,Dullewala,PK,31.8359,71.4362,80.06,36,0,2.55,clear sky
429,Togur,RU,58.3631,82.8265,39.58,82,100,7.65,overcast clouds
430,Canon City,US,38.441,-105.2424,65.55,20,1,0.0,clear sky
431,Meulaboh,ID,4.1363,96.1285,84.2,69,70,5.26,broken clouds
432,Kilinochchi,LK,9.3961,80.3982,84.56,70,100,10.94,overcast clouds
433,Polovinnoye,RU,54.7914,65.9864,47.46,51,90,12.95,overcast clouds
434,Sambava,MG,-14.2667,50.1667,70.72,80,84,8.34,light rain
435,Muli,MV,2.9167,73.5667,82.51,73,97,12.55,overcast clouds
436,Mugur-Aksy,RU,50.35,90.5,27.9,58,0,2.46,clear sky
437,Amurzet,RU,47.6967,131.0981,37.2,29,1,8.75,clear sky
438,Ushibuka,JP,32.1906,130.0228,66.78,67,98,10.58,overcast clouds
439,Kedgwick,CA,47.6446,-67.3434,40.77,89,100,9.73,overcast clouds
440,Tricase,IT,39.9304,18.3553,61.07,79,23,12.93,few clouds
441,Atar,MR,20.5169,-13.0499,85.5,13,100,6.51,overcast clouds
442,Hornepayne,CA,49.2138,-84.7705,41.58,85,27,6.04,scattered clouds
443,Nelson,NZ,-41.2833,173.2833,70.81,56,39,4.16,scattered clouds
444,Dong Hoi,VN,17.4833,106.6,75.76,82,100,12.41,light rain
445,Hami,CN,42.8,93.45,58.39,20,30,3.18,scattered clouds
446,Madison Heights,US,42.4859,-83.1052,55.04,81,1,0.0,clear sky
447,Sauda,NO,59.6506,6.3542,43.61,91,100,6.62,light rain
448,Borogontsy,RU,62.6683,131.1683,16.48,66,94,3.83,overcast clouds
449,Maceio,BR,-9.6658,-35.7353,77.22,83,65,10.09,broken clouds
450,Aklavik,CA,68.2191,-135.0107,20.12,79,100,1.23,overcast clouds
451,Tommot,RU,58.9564,126.2925,35.31,92,100,10.22,light rain
452,Buchanan,LR,5.8808,-10.0467,77.07,87,79,5.01,moderate rain
453,Norrtalje,SE,59.758,18.705,39.02,76,100,3.47,overcast clouds
454,Conceicao Das Alagoas,BR,-19.9147,-48.3883,71.87,90,100,2.62,light rain
455,Shingu,JP,33.7333,135.9833,68.99,71,86,5.61,light rain
456,Nara,JP,34.6851,135.8049,70.5,43,57,3.51,broken clouds
457,Mayo,US,38.8876,-76.5119,56.98,78,41,1.01,scattered clouds
458,Goderich,CA,43.7501,-81.7165,54.91,59,0,3.47,clear sky
459,Ginda,IN,30.6945,78.4932,62.31,73,0,1.63,clear sky
460,Kahului,US,20.8947,-156.47,80.96,81,62,8.01,broken clouds
461,Cleburne,US,32.3476,-97.3867,67.57,59,1,9.22,clear sky
462,Taltal,CL,-25.4,-70.4833,59.47,72,22,3.51,few clouds
463,Charlestown,AU,-32.95,151.6667,78.58,61,30,11.54,scattered clouds
464,Arica,CL,-18.475,-70.3042,59.97,86,40,1.41,scattered clouds
465,Dongsheng,CN,39.8161,109.9776,39.79,31,100,9.08,overcast clouds
466,Kavaratti,IN,10.5669,72.642,81.54,75,100,10.51,overcast clouds
467,Boguchany,RU,58.3814,97.4531,37.85,79,36,5.55,scattered clouds
468,Gamba,GA,-2.65,10.0,74.55,87,100,6.06,overcast clouds
469,Okhotsk,RU,59.3833,143.3,16.3,57,0,17.11,clear sky
470,Sherbakul,RU,54.6316,72.3963,38.88,59,67,7.43,broken clouds
471,Ulladulla,AU,-35.35,150.4667,60.76,90,100,11.7,overcast clouds
472,Vallenar,CL,-28.5708,-70.7581,63.14,55,0,1.1,clear sky
473,Sechura,PE,-5.5569,-80.8222,66.04,80,100,11.59,overcast clouds
474,Butembo,CD,0.15,29.2833,56.07,97,100,2.42,overcast clouds
475,Batticaloa,LK,7.7102,81.6924,83.46,71,69,5.59,broken clouds
476,Kutum,SD,14.2,24.6667,73.4,22,6,15.93,clear sky
477,Chake Chake,TZ,-5.2459,39.7666,74.84,88,68,6.49,broken clouds
478,Marawi,PH,7.9986,124.2928,76.64,67,52,1.3,broken clouds
479,Seminole,US,28.7086,-81.2081,74.12,84,100,5.55,overcast clouds
480,Arcata,US,40.8665,-124.0828,50.67,77,1,0.0,clear sky
481,Abha,SA,18.2164,42.5053,58.14,26,55,8.79,broken clouds
482,Traverse City,US,44.7631,-85.6206,47.61,94,0,5.32,clear sky
483,Brigham City,US,41.5102,-112.0155,46.81,84,90,4.0,moderate rain
484,Liku,ID,-0.7275,119.8922,89.38,58,81,1.61,broken clouds
485,Vaitape,PF,-16.5167,-151.75,80.53,77,42,12.84,light rain
486,Saint-Joseph,RE,-21.3667,55.6167,71.2,76,38,7.9,scattered clouds
487,Tual,ID,-5.6667,132.75,84.47,72,67,8.77,broken clouds
488,Belyy Yar,RU,53.6039,91.3903,26.49,100,18,0.0,mist
489,Kajaani,FI,64.2273,27.7285,28.45,86,75,11.5,broken clouds
490,Leshukonskoye,RU,64.8989,45.7622,34.84,97,100,5.32,overcast clouds
491,Ancud,CL,-41.8697,-73.8203,49.42,94,3,3.96,clear sky
492,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.62,99,100,1.41,overcast clouds
493,Anito,PH,12.4497,125.2886,85.71,73,87,5.99,overcast clouds
494,Uporovo,RU,56.3109,66.2693,48.27,54,100,13.71,overcast clouds
495,Labuhan,ID,-6.8844,112.2051,90.64,56,99,2.1,overcast clouds
496,Meadow Lake,US,34.8014,-106.5436,65.66,28,6,14.81,clear sky
497,Oranjemund,NA,-28.55,16.4333,60.57,40,0,7.25,clear sky
498,Mtambile,TZ,-5.3833,39.7,76.37,84,80,8.72,light rain
499,Tamworth,GB,52.634,-1.6959,61.65,93,100,4.0,overcast clouds
500,Kandrian,PG,-6.2167,149.55,86.54,67,67,12.26,light rain
501,Tashtyp,RU,52.7939,89.8983,41.43,63,1,1.01,clear sky
502,Ketchikan,US,55.3422,-131.6461,43.92,72,100,6.46,overcast clouds
503,Kontagora,NG,10.3999,5.4695,73.6,91,98,3.18,overcast clouds
504,Qaqortoq,GL,60.7167,-46.0333,46.9,42,90,10.94,overcast clouds
505,Baruun-Urt,MN,46.6806,113.2792,37.44,33,0,17.36,clear sky
506,Sampit,ID,-2.5333,112.95,86.32,70,98,2.95,overcast clouds
507,Oxford,GB,51.7522,-1.256,63.05,98,100,6.76,overcast clouds
508,Kano,NG,12.0001,8.5167,76.1,74,57,7.45,broken clouds
509,Bonthe,SL,7.5264,-12.505,77.36,87,53,3.98,light rain
510,Zenzeli,RU,45.9241,47.0474,53.26,54,64,8.16,broken clouds
511,Pipri,IN,19.8,75.5333,72.95,63,97,8.16,overcast clouds
512,Tocopilla,CL,-22.092,-70.1979,62.06,69,6,4.61,clear sky
513,Konitsa,GR,40.0486,20.7567,49.05,88,10,4.47,clear sky
514,Sassandra,CI,4.95,-6.0833,75.85,92,100,6.93,overcast clouds
515,Krasnovishersk,RU,60.4078,57.082,41.86,90,100,7.87,overcast clouds
516,Kevsala,RU,45.7983,42.6903,53.6,58,100,10.27,overcast clouds
517,Digha,IN,21.6833,87.55,80.56,88,100,14.43,heavy intensity rain
518,Warrington,GB,53.3925,-2.5802,60.01,96,95,1.01,light rain
519,Sidi Ali,DZ,36.0998,0.4206,63.14,75,90,3.47,overcast clouds
520,Beeville,US,28.4008,-97.7483,69.35,94,1,5.75,clear sky
521,Marabba,SD,12.35,32.1833,80.83,44,25,6.29,scattered clouds
522,Champerico,GT,14.3,-91.9167,82.35,90,100,12.93,overcast clouds
523,Dubti,ET,11.7361,41.0853,84.06,43,44,5.28,scattered clouds
524,Buraydah,SA,26.326,43.975,70.9,27,0,5.28,clear sky
525,Leshan,CN,29.5623,103.7639,57.52,86,100,0.43,overcast clouds
526,North Little Rock,US,34.7695,-92.2671,58.86,75,0,4.0,clear sky
527,Shadrinsk,RU,56.0852,63.6335,48.51,49,100,14.34,overcast clouds
528,Guayaramerin,BO,-10.8368,-65.3614,72.72,94,99,1.39,overcast clouds
529,Kampot,KH,10.6167,104.1833,84.25,73,40,4.56,scattered clouds
530,Golden,US,39.7555,-105.2211,62.17,32,40,11.5,scattered clouds
531,Manuk Mangkaw,PH,4.8,119.85,84.04,73,65,4.92,broken clouds
532,Touros,BR,-5.1989,-35.4608,78.4,78,42,14.07,scattered clouds
533,Khryashchevka,RU,53.8119,49.0916,41.67,68,100,9.71,light rain
534,Bokoro,TD,12.3807,17.0568,83.16,39,43,5.28,scattered clouds
535,Nadym,RU,65.5333,72.5167,35.4,89,67,14.45,broken clouds
536,Ust-Maya,RU,60.4167,134.5333,18.48,66,100,3.47,overcast clouds
537,Zatoka,UA,46.0725,30.4654,46.53,62,87,13.04,overcast clouds
538,Haysville,US,37.5645,-97.3523,63.57,55,1,10.0,clear sky
539,Rodrigues Alves,BR,-7.738,-72.6509,71.96,99,100,2.37,overcast clouds
540,Nurota,UZ,40.5614,65.6886,44.69,23,0,4.12,clear sky
541,Neringa,LT,55.3719,21.0647,30.29,61,100,4.68,overcast clouds
542,Ilovlya,RU,49.3033,43.9796,40.3,60,100,5.48,light rain
543,Okany,HU,46.9,21.35,41.56,79,66,2.57,broken clouds
544,Pauini,BR,-7.7136,-66.9764,71.55,97,38,0.81,scattered clouds
545,Plainview,US,40.7765,-73.4673,52.47,68,1,3.0,clear sky
546,Xingyi,CN,24.1877,102.817,65.55,78,98,6.31,overcast clouds
547,Ciudad Barrios,SV,13.7667,-88.2667,65.37,99,100,4.0,light rain
548,Havre,FR,49.5833,0.3333,63.0,94,90,12.66,overcast clouds
549,Lasa,IT,46.6166,10.7002,36.34,54,99,3.22,overcast clouds
550,Donji Milanovac,RS,44.4627,22.1523,44.31,91,7,5.08,clear sky
551,San Andres,CO,12.5847,-81.7006,83.84,76,100,11.83,overcast clouds
552,Beyneu,KZ,45.3167,55.2,53.28,24,43,4.74,scattered clouds
553,Lengshuitan,CN,26.4111,111.5956,61.23,85,99,3.18,overcast clouds
554,Nabire,ID,-3.3667,135.4833,86.86,66,66,5.86,broken clouds
555,Normandin,CA,48.8333,-72.5321,39.63,81,99,11.81,overcast clouds
556,Najran,SA,17.4924,44.1277,64.31,25,13,2.8,few clouds
557,Bahia Honda,CU,22.9036,-83.1592,76.01,87,78,9.51,broken clouds
558,Shahpur Chakar,PK,26.155,68.6509,66.22,17,0,2.51,clear sky
559,Sol-Iletsk,RU,51.1631,54.9918,50.04,55,100,9.73,overcast clouds
560,Boyolangu,ID,-8.1181,111.8935,86.83,63,94,7.05,overcast clouds
561,Saint-Francois,FR,46.4154,3.9054,46.67,100,100,2.3,overcast clouds
562,Nyzhni Sirohozy,UA,46.8484,34.3804,42.67,75,14,8.03,few clouds
563,Puerto Maldonado,PE,-12.6,-69.1833,74.19,91,96,3.0,overcast clouds
564,Katsuura,JP,35.1333,140.3,61.2,88,100,10.33,moderate rain
565,Krasnovka,RU,48.8177,40.0923,43.97,72,100,5.23,overcast clouds
566,Guarapari,BR,-20.6667,-40.4975,72.05,96,100,1.16,light rain
567,Akyab,MM,20.15,92.9,82.63,80,33,7.38,scattered clouds
568,Nehe,CN,48.4833,124.8333,39.11,45,16,8.32,few clouds
569,Vao,NC,-22.6667,167.4833,72.12,91,100,16.84,light rain
570,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,42,0,21.85,clear sky
571,Ambon,ID,-3.6954,128.1814,87.94,79,40,5.75,scattered clouds
572,Ayan,RU,56.45,138.1667,29.12,38,10,7.31,clear sky
573,Kedrovyy,RU,56.1667,91.8167,41.41,70,73,5.88,broken clouds
574,Prince Rupert,CA,54.3161,-130.3201,44.76,73,100,8.46,overcast clouds
575,Mount Isa,AU,-20.7333,139.5,100.17,16,75,8.05,broken clouds
576,Charleston,US,32.7766,-79.9309,62.02,89,1,3.44,clear sky
577,Ballina,AU,-28.8667,153.5667,77.18,76,50,8.41,scattered clouds
578,Sur,OM,22.5667,59.5289,83.16,39,6,4.18,clear sky
579,Key Largo,US,25.0865,-80.4473,79.99,60,100,16.84,overcast clouds
580,Skaerbaek,DK,55.1573,8.769,55.29,90,100,10.56,overcast clouds
581,Uri,IN,34.0833,74.0333,64.0,63,0,5.77,clear sky
582,Balkhash,KZ,46.844,74.9804,38.01,60,0,17.9,clear sky
583,Waddan,LY,29.1614,16.139,70.75,46,100,19.1,overcast clouds
584,Isiolo,KE,0.3546,37.5822,68.65,81,94,8.46,overcast clouds
585,Sainte-Rose,GP,16.3324,-61.6979,77.04,94,47,1.14,scattered clouds
586,Beloha,MG,-25.1667,45.05,69.37,87,23,7.78,few clouds
587,Khandbari,NP,27.3747,87.2039,67.05,97,100,2.84,very heavy rain
588,Almaznyy,RU,48.0448,40.045,42.94,61,100,9.08,overcast clouds
589,Kuytun,RU,54.3419,101.5036,38.23,67,11,3.24,few clouds
590,Santa Maria,BR,-29.6842,-53.8069,54.37,94,0,5.35,clear sky
591,Baker City,US,44.7749,-117.8344,48.6,65,1,5.75,clear sky
592,Wasilla,US,61.5814,-149.4394,41.76,72,20,0.0,few clouds
593,Bairiki,KI,1.3292,172.9752,87.8,62,20,6.91,few clouds
594,Staryy Nadym,RU,65.6118,72.6842,34.38,93,62,12.53,broken clouds
595,Pangnirtung,CA,66.1451,-65.7125,30.61,63,100,4.52,overcast clouds
596,Lagos,NG,6.5833,3.75,75.27,91,99,3.69,overcast clouds
597,Terra Roxa,BR,-23.8557,-50.0314,59.27,91,100,7.85,overcast clouds
598,Ullapool,GB,57.8987,-5.1604,60.35,86,100,10.0,overcast clouds
599,Newport,GB,51.5877,-2.9984,63.01,94,100,7.18,overcast clouds
600,Omboue,GA,-1.5746,9.2618,75.88,87,100,8.57,light rain
601,Porbandar,IN,21.6422,69.6093,73.38,88,16,6.91,few clouds
602,Segamat,MY,2.5148,102.8158,88.47,60,25,2.59,scattered clouds
603,Katherine,AU,-14.4667,132.2667,100.72,30,15,11.5,few clouds
604,Zeya,RU,53.75,127.2667,30.4,44,100,2.75,overcast clouds
605,Taoudenni,ML,22.6783,-3.9836,80.2,16,43,14.65,scattered clouds
606,Shenjiamen,CN,29.9576,122.298,65.44,73,100,17.27,overcast clouds
607,Silvania,BR,-16.6589,-48.6081,66.63,92,100,8.03,overcast clouds
608,Kijang,KR,35.2442,129.2139,63.66,43,26,7.45,scattered clouds
609,Deputatskiy,RU,69.3,139.9,-6.23,94,27,3.36,scattered clouds
610,San Cristobal,VE,7.7669,-72.225,73.58,84,12,1.81,few clouds
611,Bahia Blanca,AR,-38.7196,-62.2724,59.52,40,12,12.8,few clouds
612,Klyuchi,RU,52.2667,79.1667,42.42,55,22,4.92,few clouds
613,Volot,RU,57.9278,30.7025,37.26,91,100,8.39,overcast clouds
614,Nobeoka,JP,32.5833,131.6667,66.76,52,83,2.98,broken clouds
615,Brightwater,NZ,-41.3833,173.1167,71.22,48,25,3.53,scattered clouds
616,Zaysan,KZ,47.4667,84.8667,47.43,37,0,1.34,clear sky
617,Pilar,BR,-9.5972,-35.9567,71.6,93,56,3.76,broken clouds
618,Trinidad,BO,-14.8333,-64.9,79.25,51,99,8.08,overcast clouds
619,La Ronge,CA,55.1001,-105.2842,35.4,70,67,8.68,broken clouds
620,Chippewa Falls,US,44.9369,-91.3929,58.96,64,1,5.75,clear sky
621,Periyapatti,IN,10.75,77.2667,79.81,78,100,15.03,overcast clouds
622,Poladpur,IN,17.9802,73.466,77.54,80,28,0.49,scattered clouds
623,Buala,SB,-8.145,159.5921,84.74,70,34,3.22,light rain
624,Acarau,BR,-2.8856,-40.12,79.77,80,86,16.53,overcast clouds
625,Bama,NG,11.5221,13.6856,78.1,58,57,7.56,broken clouds
626,Marovoay,MG,-16.1,46.6333,71.74,57,5,4.99,clear sky
627,Surdila-Gaiseanca,RO,45.0667,27.3333,46.94,79,6,6.71,clear sky
628,Bom Sucesso,BR,-21.0331,-44.7581,65.98,95,100,2.75,overcast clouds
629,Olinda,BR,-8.0089,-34.8553,77.94,76,36,9.48,scattered clouds
630,Correntina,BR,-13.3433,-44.6367,76.95,64,100,4.07,overcast clouds
631,Morondava,MG,-20.2833,44.2833,74.53,73,2,4.29,clear sky
632,Mahon,ES,39.8885,4.2658,63.16,77,0,3.44,clear sky
633,Petukhovo,RU,55.0692,67.9019,46.85,59,96,11.16,overcast clouds
634,Melipilla,CL,-33.7,-71.2167,72.41,59,0,1.39,clear sky
635,Slavgorodskoye,RU,53.0214,78.6435,42.76,60,68,5.79,broken clouds
636,Ossora,RU,59.2353,163.0719,25.83,66,100,8.81,overcast clouds
637,Falun,SE,60.6036,15.626,28.81,73,100,3.15,overcast clouds
638,Hukeri,IN,16.2333,74.6,71.2,79,53,7.72,broken clouds
639,Badvel,IN,14.75,79.05,82.76,63,65,9.53,broken clouds
640,Cuiluan,CN,47.72,128.648,36.36,32,2,6.87,clear sky
641,Luwuk,ID,-0.9516,122.7875,86.59,70,95,3.06,overcast clouds
642,Kindu,CD,-2.95,25.95,70.02,100,100,2.8,heavy intensity rain
643,Kununurra,AU,-15.7667,128.7333,102.18,25,5,6.91,clear sky
644,Kothi,IN,24.75,80.7833,75.97,90,95,10.45,overcast clouds
645,Narodychi,UA,51.2029,29.0823,34.63,88,2,7.0,clear sky
646,Mormugao,IN,15.4,73.8,79.86,89,40,6.91,scattered clouds
647,Umea,SE,63.8284,20.2597,26.53,93,0,3.44,clear sky
648,Cabedelo,BR,-6.9811,-34.8339,77.68,79,56,10.76,broken clouds
649,Puerto Quijarro,BO,-17.7833,-57.7667,73.53,65,98,2.8,overcast clouds
650,Seoul,KR,37.5683,126.9778,60.19,54,73,9.93,light rain
651,Garowe,SO,8.4054,48.4845,74.43,76,15,8.19,few clouds
652,Camana,PE,-16.6228,-72.7111,62.8,83,61,6.17,broken clouds
653,Orlik,RU,52.5178,99.825,30.94,52,5,2.71,clear sky
654,Minab,IR,27.1467,57.0801,78.3,70,0,1.52,clear sky
655,Kupang,ID,-10.1667,123.5833,91.98,58,20,11.5,few clouds
656,Olga,RU,43.7444,135.2892,42.85,49,100,12.39,overcast clouds
657,Axim,GH,4.8699,-2.2405,76.41,90,98,8.08,moderate rain
658,Sciacca,IT,37.5082,13.0881,63.46,74,70,4.65,broken clouds
659,Moskovskiy,RU,55.5991,37.355,38.3,88,75,8.95,broken clouds
660,Bud,US,39.447,-86.1758,56.21,89,0,5.46,clear sky
661,Kemi,FI,65.8596,24.8228,26.37,86,0,6.91,clear sky
662,Knysna,ZA,-34.0363,23.0471,46.78,77,0,4.27,clear sky
663,Armidale,AU,-30.5167,151.65,66.81,29,2,8.9,clear sky
664,Wau,SS,7.7029,27.9953,70.77,93,28,4.45,scattered clouds
665,Arcachon,FR,44.5875,-1.0519,59.32,88,0,1.14,clear sky
666,Robertsport,LR,6.7533,-11.3686,78.46,83,100,9.28,light rain
667,Pahrump,US,36.2083,-115.9839,58.1,32,6,3.0,clear sky
668,Harnosand,SE,62.6323,17.9379,28.4,65,100,1.61,overcast clouds
669,Abeche,TD,13.8292,20.8324,78.37,25,19,10.96,few clouds
670,Kazachinskoye,RU,57.6953,93.2761,39.15,81,100,5.93,overcast clouds
671,Saint-Denis,FR,48.9167,2.3333,62.38,90,90,6.91,overcast clouds
672,Vad,RU,55.5301,44.2114,31.86,95,15,6.78,few clouds
673,Muisne,EC,0.6,-80.0333,74.98,87,100,9.75,light rain
674,Zaigrayevo,RU,51.8336,108.2703,29.46,53,6,3.89,clear sky
675,Alto Araguaia,BR,-17.3147,-53.2153,69.93,92,100,5.75,overcast clouds
676,Mehamn,NO,71.0357,27.8492,33.75,80,75,17.27,light rain
677,Kamyshin,RU,50.0983,45.416,43.14,64,98,6.82,overcast clouds
678,Tanggu,CN,39.0211,117.6469,51.76,31,0,11.48,clear sky
679,Kamaishi,JP,39.2667,141.8833,59.02,64,100,11.27,overcast clouds
680,Agirish,RU,61.9247,63.0231,39.04,98,100,8.79,light rain
681,Banda Aceh,ID,5.5577,95.3222,84.52,69,84,1.32,broken clouds
682,Da Lat,VN,11.9465,108.4419,76.86,55,71,2.68,broken clouds
683,Zhangye,CN,38.9342,100.4517,50.99,27,100,2.82,light rain
684,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,74.32,84,35,1.34,scattered clouds
685,Vila,PT,42.0304,-8.1588,54.48,86,57,4.54,broken clouds
686,Bayamo,CU,20.3792,-76.6433,75.72,85,73,4.7,broken clouds
687,Green River,US,41.5286,-109.4662,48.97,46,82,1.99,broken clouds
688,Ylojarvi,FI,61.5563,23.5961,31.95,88,0,4.61,clear sky
689,Tigre,AR,-34.426,-58.5796,60.3,75,0,1.99,clear sky
690,Fereydunshahr,IR,32.941,50.121,40.37,17,0,4.47,clear sky
691,Hobyo,SO,5.3505,48.5268,77.99,87,12,9.33,few clouds
692,Smithers,CA,54.7804,-127.1743,37.27,84,100,1.21,overcast clouds
693,Si Chiang Mai,TH,17.9564,102.5867,82.38,74,75,2.3,broken clouds
694,Da Nang,VN,16.0678,108.2208,76.98,94,75,5.75,light rain
695,Elliot Lake,CA,46.3834,-82.6331,41.4,75,2,4.65,clear sky
696,Miram Shah,PK,33.0086,70.0697,70.0,15,0,6.29,clear sky
697,Ayagoz,KZ,47.9714,80.4392,43.21,46,0,13.02,clear sky
698,Illapel,CL,-31.6308,-71.1653,63.25,44,0,0.72,clear sky
699,Murighiol,RO,45.0333,29.1667,46.89,66,93,4.74,overcast clouds
